id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,price_eur,host_listing_group
509099,Docklands house on river,2508973,Mikail,,Tower Hamlets,51.48719,-0.01154,Entire home/apt,335,6,15,2019-09-14,0.29,1.0,131,London,388.59999999999997,1 alojamiento
528895,Pretty 3 bed family home ,1870819,Ellie,,Southwark,51.45348,-0.05432,Entire home/apt,275,7,0,,0.662,1.0,365,London,319.0,1 alojamiento
562967,Modern Apt close to Olympic venues,2769034,Patricia,,Greenwich,51.48574,0.01469,Entire home/apt,400,14,0,,0.06999999999999999,1.0,0,London,463.99999999999994,1 alojamiento
529947,"5 bed house, Islington, Big garden!",2603416,Polly,,Islington,51.55762,-0.12615,Entire home/apt,311,4,27,2019-08-20,0.31,1.0,37,London,360.76,1 alojamiento
530767,Centrally located Artists House,2540943,Ana,,Brent,51.53032,-0.21705,Entire home/apt,304,2,55,2019-08-04,0.99,1.0,224,London,352.64,1 alojamiento
532379,Entire Home in London Bridge,1839548,Giovanni,,Southwark,51.50019,-0.09059,Entire home/apt,700,1,63,2019-05-17,0.7,10.0,0,London,812.0,5 a 10 alojamientos
533943,LUXURY APT. NEAR BUCKINGHAM PALACE,1830359,Antonio,,Westminster,51.49501,-0.13894,Entire home/apt,901,186,1,2014-07-21,0.02,1.0,362,London,1045.1599999999999,1 alojamiento
533972,Victorian Railway Cottage in zone 2,2624990,Paul,,Ealing,51.53118,-0.24963,Entire home/apt,300,2,0,,1.8780000000000001,1.0,246,London,348.0,1 alojamiento
569402,Stunning London House- 6 to14 pers,2802762,Dominic,,Lewisham,51.44919,-0.0566,Entire home/apt,300,6,8,2014-08-10,0.1,1.0,0,London,348.0,1 alojamiento
569871,"3 double-bedroom flat, Hammersmith",2804661,Pav,,Hammersmith and Fulham,51.48556,-0.21737,Entire home/apt,370,7,0,,0.662,1.0,365,London,429.2,1 alojamiento
536121,Listen Out for Big Ben's Chimes at an 1870s Gin House,2634160,Raul&Carol,,Lambeth,51.48517,-0.12088,Entire home/apt,458,7,25,2019-09-25,0.28,12.0,358,London,531.28,11 a 50 alojamientos
520350,"London Calling - Cosy two bedroom flat, King's X",2353375,Stavroula,,Islington,51.5344,-0.11467,Entire home/apt,500,2,7,2019-08-19,0.42,4.0,12,London,580.0,2 a 4 alojamientos
520388,"Bayswater,W2 - large 4 bedroom, sleeps 8-10",2560793,Valerie,,Westminster,51.51334,-0.18678,Entire home/apt,395,4,35,2019-09-29,0.39,2.0,3,London,458.2,2 a 4 alojamientos
522824,Victorian house during olympic stay,2571027,Valeria,,Lewisham,51.46163,-0.01959,Entire home/apt,260,7,0,,0.06999999999999999,1.0,0,London,301.59999999999997,1 alojamiento
545404,Beautiful South London Home,2490271,Elizabeth,,Southwark,51.45284,-0.09722,Entire home/apt,450,1,1,2019-07-14,0.26,1.0,0,London,522.0,1 alojamiento
548429,One of a Kind Penthouse,651184,Mikhail,,Southwark,51.50082,-0.09501,Entire home/apt,300,3,0,,0.06999999999999999,1.0,0,London,348.0,1 alojamiento
549999,Olympics 5min walk whole house,2556468,Alice,,Hackney,51.54826,-0.02861,Entire home/apt,400,7,0,,0.06999999999999999,1.0,0,London,463.99999999999994,1 alojamiento
526267,Olympic Flat Nxt to Excel&Stratford,2532103,Adeel,,Newham,51.51332,0.01174,Entire home/apt,366,1,0,,1.266,1.0,83,London,424.55999999999995,1 alojamiento
588238,Luxury Apartment Close To Big Ben,2901454,Tommaso,,Westminster,51.50105,-0.12954,Entire home/apt,300,2,26,2014-05-15,0.3,1.0,0,London,348.0,1 alojamiento
590889,PARALYMPIC TOP FLOOR FLAT-STRATFORD,2915683,Jason,,Newham,51.53293,-0.0095,Entire home/apt,250,21,0,,0.662,1.0,365,London,290.0,1 alojamiento
584988,OLYMPICS FLAT - AMAZING LOCATION!,2555218,Mitul,,Newham,51.53323,-0.00977,Entire home/apt,275,7,0,,0.662,1.0,365,London,319.0,1 alojamiento
586300,Olympic let. Perferct Location in h,2890473,Daniel,,Newham,51.55045,-0.00341,Entire home/apt,341,14,0,,0.662,1.0,365,London,395.55999999999995,1 alojamiento
613404,Notting Hill beautiful whole apt,339992,Rosie,,Kensington and Chelsea,51.51058,-0.20609,Entire home/apt,295,1,7,2019-07-07,0.08,1.0,365,London,342.2,1 alojamiento
679471,3 Bedroom Flat in Heart of London,3458143,Robert,,Westminster,51.51182,-0.18752,Entire home/apt,290,5,161,2019-09-09,1.88,1.0,355,London,336.4,1 alojamiento
604687,Your Place in Little Venice; 15 mins to West End,2993971,Joel,,Westminster,51.52179,-0.1764,Entire home/apt,286,1,45,2019-09-22,0.52,2.0,297,London,331.76,2 a 4 alojamientos
605497,C. London - 15mins from HRW!,2998895,Maria,,Westminster,51.51602,-0.17496,Entire home/apt,300,3,91,2019-10-14,1.07,4.0,301,London,348.0,2 a 4 alojamientos
695870,Single/ pull out Double bright room,3560187,Steven,,Bromley,51.40131,0.11903,Private room,500,1,0,,0.662,1.0,365,London,580.0,1 alojamiento
650111,An Entire Georgian House in London,2042365,Karaca,,Islington,51.52948,-0.10439,Entire home/apt,285,5,25,2019-08-24,1.33,3.0,318,London,330.59999999999997,2 a 4 alojamientos
657479,Large cosy  house in  Parsons Green,2329892,Alec & Cecile,,Hammersmith and Fulham,51.47735,-0.20205,Entire home/apt,500,3,2,2016-01-21,0.04,1.0,356,London,580.0,1 alojamiento
730831,Framery Loft,3765042,Grant,,Hackney,51.52836,-0.08058,Entire home/apt,289,3,148,2019-10-11,1.83,5.0,284,London,335.23999999999995,5 a 10 alojamientos
791923,"Stunning house with large garden,",4120423,Clem,,Wandsworth,51.45335,-0.20687,Entire home/apt,350,4,1,2018-05-18,0.06,1.0,363,London,406.0,1 alojamiento
740600,3 Bed 2 Bath Warehouse loft Zone 1,3875323,Lee,,Lambeth,51.48827,-0.11687,Entire home/apt,294,1,154,2019-10-18,2.31,16.0,301,London,341.03999999999996,11 a 50 alojamientos
882380,Modern Apartment Hotel Max. 30.pax,4668656,Safia,,Lewisham,51.44725,0.00021,Entire home/apt,1200,2,3,2018-10-03,0.04,7.0,365,London,1392.0,5 a 10 alojamientos
826138, A Brand New Luxury Two bedroom,4334139,Dino,,Westminster,51.50962,-0.14714,Entire home/apt,340,6,7,2014-06-27,0.09,3.0,297,London,394.4,2 a 4 alojamientos
827884,Tranquil-river whole flat holiday / work let,3217459,Bumble Bee & Alex,,Greenwich,51.49398,0.07512,Entire home/apt,250,2,3,2016-08-01,0.04,5.0,364,London,290.0,5 a 10 alojamientos
847798,The Westbourne Terrace,1432477,City Relay,,Westminster,51.5154,-0.18008,Entire home/apt,287,2,25,2019-07-03,0.32,183.0,271,London,332.91999999999996,Más de 101 alojamientos
857192,Exclusive Furnished Flat 24hrporter,3626329,Namit,,Lambeth,51.49984,-0.11417,Entire home/apt,250,3,0,,0.662,1.0,365,London,290.0,1 alojamiento
857938,Top location luxury home,3081803,Taisha,,Kensington and Chelsea,51.49509,-0.1652,Entire home/apt,579,3,13,2016-09-16,0.16,1.0,270,London,671.64,1 alojamiento
1013398,3 bed Flat & Terrace - Amazing View St Pauls,488581,Emily,,Islington,51.53065,-0.11211,Entire home/apt,300,4,42,2019-08-05,0.53,3.0,354,London,348.0,2 a 4 alojamientos
954168,Penthouse Apartment,5182155,Kanley,,Lambeth,51.48523,-0.1215,Entire home/apt,270,3,42,2019-10-28,0.62,1.0,349,London,313.2,1 alojamiento
940945,Airy Loft in Notting Hill,5085804,Marina,,Kensington and Chelsea,51.52176,-0.2185,Entire home/apt,268,2,71,2019-11-03,1.39,6.0,2,London,310.88,5 a 10 alojamientos
956310,The One and Only Place to Stay in Central London !,8297457,Gordon,,Westminster,51.51086,-0.12832,Entire home/apt,290,2,70,2019-10-28,0.87,3.0,273,London,336.4,2 a 4 alojamientos
965692,Arty House 8min walk from Tennis,3005980,Christine,,Merton,51.43308,-0.2225,Entire home/apt,250,6,11,2016-09-25,0.15,3.0,365,London,290.0,2 a 4 alojamientos
974736,Notting Hill/North Kensington House,5330829,Helen,,Kensington and Chelsea,51.51981,-0.21597,Entire home/apt,450,3,11,2019-08-03,0.21,2.0,70,London,522.0,2 a 4 alojamientos
976932,"Light & spacious family house, Kensal Rise, London",3017392,Amanda,,Brent,51.53654,-0.21695,Entire home/apt,380,2,48,2019-11-03,0.62,4.0,349,London,440.79999999999995,2 a 4 alojamientos
1058485,"3bed flat in Harrow, easy access to central London",5827642,Abdul,,Harrow,51.56453,-0.35409,Entire home/apt,360,5,9,2018-10-15,0.29,4.0,0,London,417.59999999999997,2 a 4 alojamientos
1063188,"Beautiful, quiet house in London's best location!",5852153,Sara,,Camden,51.54011,-0.15337,Entire home/apt,400,1,89,2019-09-29,1.78,2.0,215,London,463.99999999999994,2 a 4 alojamientos
981335,Luxury Living. Ultimate Location.,5374369,Chelsea And Alistair,,Westminster,51.51825,-0.15103,Entire home/apt,375,5,61,2016-08-27,0.77,1.0,364,London,434.99999999999994,1 alojamiento
985137,Stunning Victorian family home by Hampstead heath,3089020,Ian & AJ,,Camden,51.55834,-0.14745,Entire home/apt,296,2,52,2019-10-22,0.78,1.0,137,London,343.35999999999996,1 alojamiento
1160764,Winter Special in Heart of Fulham,784078,Stijn,,Hammersmith and Fulham,51.47645,-0.2017,Entire home/apt,299,4,10,2019-01-03,0.14,1.0,124,London,346.84,1 alojamiento
1100472,Central London designer apartment,5625267,Alastair,,Westminster,51.51327,-0.11796,Entire home/apt,295,2,162,2019-11-04,2.09,1.0,316,London,342.2,1 alojamiento
1104183,Outstanding Apartment in Camden,6064341,Petra,,Camden,51.54815,-0.13779,Entire home/apt,320,2,80,2019-08-22,1.02,1.0,106,London,371.2,1 alojamiento
1212794,2bd Contemporary & Spacious Kensington Chelsea Apt,4635144,Nina,,Kensington and Chelsea,51.49599,-0.20109,Entire home/apt,275,2,17,2018-11-14,0.36,1.0,329,London,319.0,1 alojamiento
1111206,"South Kensington, Prime Luxury 3 Bed 2 Bath Apt",5828171,Rob,,Kensington and Chelsea,51.49512,-0.17777,Entire home/apt,350,3,0,,0.756,4.0,6,London,406.0,2 a 4 alojamientos
1279956,Penthouse Studio - West London,6309782,Julien,,Hammersmith and Fulham,51.50575,-0.24461,Private room,1150,3,4,2014-04-03,0.05,1.0,365,London,1334.0,1 alojamiento
1289105,Stunning Notting Hill 3 bed home,7011176,Katie,,Kensington and Chelsea,51.51546,-0.21133,Entire home/apt,260,3,122,2019-09-30,1.6,2.0,107,London,301.59999999999997,2 a 4 alojamientos
1205905,The Old Coach House by Merino,5352830,Caio & Louise,,Camden,51.52391,-0.12258,Entire home/apt,365,2,61,2019-08-23,0.79,7.0,238,London,423.4,5 a 10 alojamientos
1367598,Charming 3 Bed House in City Centre,6873824,Sarah,,Westminster,51.48869,-0.1413,Entire home/apt,250,1,195,2019-09-26,2.58,2.0,55,London,290.0,2 a 4 alojamientos
1257260,"Five bedroom two ShowerRooms Wc
Detached house",5914998,David,,Barnet,51.59233,-0.23223,Entire home/apt,299,4,1,2014-08-21,0.02,1.0,365,London,346.84,1 alojamiento
1340622,"Stylish Victorian House in West London, with Private Patio",7271357,Arabella,,Hammersmith and Fulham,51.50591,-0.22067,Entire home/apt,280,3,74,2019-08-13,1.0,2.0,164,London,324.79999999999995,2 a 4 alojamientos
1341379,Amazing Central 2BD Warehouse flat,7276015,Gilbert,,Tower Hamlets,51.5159,-0.07549,Entire home/apt,300,2,148,2019-10-27,2.25,1.0,319,London,348.0,1 alojamiento
1274917,Light Filled Large Family Home in Central London,6938364,Giovanna,,Islington,51.54485,-0.0949,Entire home/apt,450,2,37,2019-07-31,0.59,3.0,56,London,522.0,2 a 4 alojamientos
1468737,"Beautiful 2 bed flat, Covent Garden",7829209,Kyle,,Camden,51.51517,-0.12479,Entire home/apt,250,3,0,,0.06999999999999999,1.0,0,London,290.0,1 alojamiento
1417807,"2 Bed Split Level, Private patio, N Kensington",7232822,Anthony,,Kensington and Chelsea,51.52097,-0.20561,Entire home/apt,275,7,7,2015-08-19,0.09,3.0,309,London,319.0,2 a 4 alojamientos
1583890,vegetarian flat mate in a new Apt.,8438151,Agni,,Southwark,51.49955,-0.04565,Private room,1100,30,0,,0.662,1.0,365,London,1276.0,1 alojamiento
1595060,Charming & spacious house,8506696,Samuel,,Hammersmith and Fulham,51.47705,-0.20184,Entire home/apt,275,5,36,2019-10-03,0.7,2.0,132,London,319.0,2 a 4 alojamientos
1487795,Fantastic Six Bedroom Family House,7956219,Sophie,,Wandsworth,51.45718,-0.16404,Entire home/apt,450,2,56,2019-08-19,0.76,2.0,292,London,522.0,2 a 4 alojamientos
1606356,Stunning five bedroomed house / garden. Sleeps 12.,418061,Sue,,Lambeth,51.45565,-0.13764,Entire home/apt,600,3,34,2019-10-07,0.47,2.0,341,London,696.0,2 a 4 alojamientos
1513185,Private room with private bathroom,7956219,Sophie,,Wandsworth,51.45609,-0.16718,Private room,250,1,15,2015-12-02,0.21,2.0,365,London,290.0,2 a 4 alojamientos
1613526,A characterful 1960s house in Central London,5145065,Ricardo,,Lambeth,51.49159,-0.11988,Entire home/apt,250,4,2,2017-07-10,0.07,2.0,90,London,290.0,2 a 4 alojamientos
1517086,Superb Popular Designer Family Residence Piccadilly Circus,5595334,Samantha Shu Qin And Vincent,,Westminster,51.50885,-0.13395,Entire home/apt,337,2,70,2019-07-26,0.93,2.0,180,London,390.91999999999996,2 a 4 alojamientos
1622475,Victoria Violet,8628657,Adrienne,,Westminster,51.4913,-0.14394,Entire home/apt,257,5,16,2019-09-15,0.46,3.0,157,London,298.12,2 a 4 alojamientos
1527780,"Bright modern, Central London Zone1",1500977,Suraj,,Westminster,51.52232,-0.16871,Entire home/apt,1000,2,48,2017-12-08,0.65,1.0,90,London,1160.0,1 alojamiento
1687742,Amazing  Apartment - Very Central,8920238,Mike,,Westminster,51.51613,-0.13335,Entire home/apt,329,2,226,2019-10-18,3.08,1.0,93,London,381.64,1 alojamiento
1705581,Unique penthouse duplex in BEST LOCATION,4578241,Luisa,,Tower Hamlets,51.52165,-0.07583,Entire home/apt,400,3,14,2019-09-30,0.31,1.0,327,London,463.99999999999994,1 alojamiento
1551262,"Kennington Park Road, Kennington",8262147,Matthew,,Lambeth,51.48584,-0.10906,Entire home/apt,1000,1,0,,0.662,1.0,365,London,1160.0,1 alojamiento
1791742,Modern 3 bed  Notting Hill sleeps 5,7232822,Anthony,,Kensington and Chelsea,51.51479,-0.20831,Entire home/apt,400,1,90,2019-08-04,1.29,3.0,344,London,463.99999999999994,2 a 4 alojamientos
1748307,West End Soho Covent Garden 2 Bed,5436552,Michael,,Camden,51.51379,-0.12857,Entire home/apt,275,3,98,2019-10-17,1.36,6.0,153,London,319.0,5 a 10 alojamientos
1802813,Large West End Apartment Soho,8297457,Gordon,,Westminster,51.50968,-0.12432,Entire home/apt,270,3,107,2019-10-03,1.47,3.0,260,London,313.2,2 a 4 alojamientos
1808591,"Elegant Family home, great location",9478140,Fiona,,Wandsworth,51.45308,-0.15744,Entire home/apt,350,2,47,2017-07-17,0.66,1.0,293,London,406.0,1 alojamiento
1813571,LARGE FLAT IN CHELSEA,7517751,Houssam,,Kensington and Chelsea,51.49066,-0.16251,Entire home/apt,300,3,0,,0.06999999999999999,1.0,0,London,348.0,1 alojamiento
1760594,UNIQUE HOME ON RIVER THAMES,9255720,Hazel,,Hounslow,51.48548,-0.2788,Entire home/apt,480,3,0,,0.45200000000000007,1.0,90,London,556.8,1 alojamiento
1901717,A Beautiful Home From Home,9874271,Jonathan,,Camden,51.51986,-0.13681,Entire home/apt,325,2,74,2019-10-14,1.03,3.0,286,London,377.0,2 a 4 alojamientos
1821754,Double Room  near Wembley Stadium,9537730,Madhoo,,Brent,51.58309,-0.25879,Private room,285,2,5,2015-07-24,0.08,3.0,358,London,330.59999999999997,2 a 4 alojamientos
1823887,Flat in central location,1839548,Giovanni,,City of London,51.51557,-0.11131,Entire home/apt,500,1,53,2019-09-21,0.72,10.0,318,London,580.0,5 a 10 alojamientos
1838003,Luxury 5 bed family house,9592683,Emily,,Wandsworth,51.45422,-0.16021,Entire home/apt,450,2,4,2016-03-15,0.07,1.0,0,London,522.0,1 alojamiento
1973262,Three-bed in Queens Club Gardens,3675022,Sacha,,Hammersmith and Fulham,51.48686,-0.20978,Entire home/apt,250,2,0,,0.06999999999999999,1.0,0,London,290.0,1 alojamiento
1974530,"Queen's Gate, Pro-Managed",10961046,Ivy,,Kensington and Chelsea,51.49875,-0.18021,Entire home/apt,263,5,1,2018-11-30,0.09,101.0,320,London,305.08,Más de 101 alojamientos
1853897,Spacious 3br 2bath  Hyde Park Apartment+AirCon,1797656,Ateeq,,Westminster,51.51576,-0.18776,Entire home/apt,400,2,89,2019-09-26,1.22,25.0,214,London,463.99999999999994,11 a 50 alojamientos
1987856,Spacious Victorian family home with garden,263632,Katie,,Hackney,51.55286,-0.04465,Entire home/apt,290,5,8,2019-08-15,0.48,1.0,79,London,336.4,1 alojamiento
1988499,Luxury Chelsea 3 bed 1st floor flat,10255110,Kathleen,,Kensington and Chelsea,51.48797,-0.18141,Entire home/apt,308,4,92,2019-07-01,1.34,1.0,286,London,357.28,1 alojamiento
2050492,Fantastic Fulham Experience–patio garden Apartment,7922860,Andrew,,Hammersmith and Fulham,51.4755,-0.21081,Entire home/apt,267,1,150,2019-10-25,2.14,8.0,288,London,309.71999999999997,5 a 10 alojamientos
2006862,Duplex Architect Designed Loft,2017632,Harpal,,Islington,51.52763,-0.092,Entire home/apt,325,5,0,,0.06999999999999999,1.0,0,London,377.0,1 alojamiento
2011575,"Royal Kensington, in style",7606763,Jaana,,Kensington and Chelsea,51.50569,-0.20623,Entire home/apt,370,5,5,2019-09-25,0.08,3.0,154,London,429.2,2 a 4 alojamientos
